
---------- Begin Simulation Statistics ----------
simSeconds                                   0.003832                       # Number of seconds simulated (Second)
simTicks                                   3832190000                       # Number of ticks simulated (Tick)
finalTick                                  3832190000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.74                       # Real time elapsed on the host (Second)
hostTickRate                               2198793936                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     658796                       # Number of bytes of host memory used (Byte)
simInsts                                       443675                       # Number of instructions simulated (Count)
simOps                                         537149                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   253089                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     306336                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          3832191                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               8.637383                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.115776                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          550300                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      103                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         588567                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     41                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                13248                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             25456                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  55                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2086499                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.282084                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.613283                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1625892     77.92%     77.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    367538     17.62%     95.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                     68321      3.27%     98.81% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                     19554      0.94%     99.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                      2442      0.12%     99.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                      1365      0.07%     99.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                       739      0.04%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       486      0.02%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       162      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2086499                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     134     53.39%     53.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     53.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     53.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     53.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     53.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     53.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     53.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     53.39% # attempts to use FU when none available (Count)
