
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001784                       # Number of seconds simulated (Second)
simTicks                                   1784011624                       # Number of ticks simulated (Tick)
finalTick                                  1784011624                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.71                       # Real time elapsed on the host (Second)
hostTickRate                               1040541559                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     658796                       # Number of bytes of host memory used (Byte)
simInsts                                       443675                       # Number of instructions simulated (Count)
simOps                                         537149                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   257202                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     311282                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           556                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          3208655                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.231994                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.138274                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          550571                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      109                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         599008                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     31                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                13525                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             25490                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  61                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2081777                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.287739                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.608979                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1607564     77.22%     77.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    381832     18.34%     95.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                     68635      3.30%     98.86% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                     19211      0.92%     99.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                      2302      0.11%     99.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                      1000      0.05%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                       683      0.03%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       433      0.02%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       117      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2081777                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     112     52.34%     52.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     52.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     52.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     52.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     52.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     52.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     52.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     52.34% # attempts to use FU when none available (Count)
