
---------- Begin Simulation Statistics ----------
simSeconds                                   0.004669                       # Number of seconds simulated (Second)
simTicks                                   4669463613                       # Number of ticks simulated (Tick)
finalTick                                  4669463613                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      2.09                       # Real time elapsed on the host (Second)
hostTickRate                               2238283070                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     658792                       # Number of bytes of host memory used (Byte)
simInsts                                       443675                       # Number of instructions simulated (Count)
simOps                                         537149                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   212371                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     257025                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           303                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         15410772                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              34.734371                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.028790                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          550312                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      106                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         588402                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     20                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                13263                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             25480                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  58                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3242582                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.181461                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.500092                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   2770421     85.44%     85.44% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    388556     11.98%     97.42% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                     60338      1.86%     99.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                     17828      0.55%     99.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                      3283      0.10%     99.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                       987      0.03%     99.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                       666      0.02%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       401      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       102      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               3242582                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                      91     49.73%     49.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     49.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     49.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     49.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     49.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     49.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     49.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     49.73% # attempts to use FU when none available (Count)
