
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001870                       # Number of seconds simulated (Second)
simTicks                                   1869738948                       # Number of ticks simulated (Tick)
finalTick                                  1869738948                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.70                       # Real time elapsed on the host (Second)
hostTickRate                               1100589662                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     658792                       # Number of bytes of host memory used (Byte)
simInsts                                       443675                       # Number of instructions simulated (Count)
simOps                                         537149                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   259444                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     313989                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           714                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          2618683                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               5.902255                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.169427                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          550287                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      103                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         600137                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     44                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                13235                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             25327                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  55                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             1821485                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.329477                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.652969                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1357356     74.52%     74.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    362205     19.89%     94.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                     77497      4.25%     98.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                     19093      1.05%     99.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                      3084      0.17%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                       968      0.05%     99.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                       664      0.04%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       445      0.02%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       173      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               1821485                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     135     55.56%     55.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     55.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     55.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     55.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     55.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     55.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     55.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     55.56% # attempts to use FU when none available (Count)
