
---------- Begin Simulation Statistics ----------
simSeconds                                   0.003826                       # Number of seconds simulated (Second)
simTicks                                   3825711603                       # Number of ticks simulated (Tick)
finalTick                                  3825711603                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.71                       # Real time elapsed on the host (Second)
hostTickRate                               2231780596                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     658796                       # Number of bytes of host memory used (Byte)
simInsts                                       443675                       # Number of instructions simulated (Count)
simOps                                         537149                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   258436                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     312765                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           833                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          4592692                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              10.351478                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.096605                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          550348                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      106                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         588580                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     30                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                13299                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             25588                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  58                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2190573                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.268688                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.600866                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1729210     78.94%     78.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    369002     16.84%     95.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                     67636      3.09%     98.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                     19484      0.89%     99.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                      2514      0.11%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                      1370      0.06%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                       712      0.03%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       484      0.02%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       161      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2190573                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     134     56.30%     56.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     56.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     56.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     56.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     56.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     56.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     56.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     56.30% # attempts to use FU when none available (Count)
