
---------- Begin Simulation Statistics ----------
simSeconds                                   0.007574                       # Number of seconds simulated (Second)
simTicks                                   7574463000                       # Number of ticks simulated (Tick)
finalTick                                  7574463000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     35.80                       # Real time elapsed on the host (Second)
hostTickRate                                211591890                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     665960                       # Number of bytes of host memory used (Byte)
simInsts                                     18526036                       # Number of instructions simulated (Count)
simOps                                       29788209                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   517378                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     831888                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         15148927                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.817710                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.222927                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        32270064                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      106                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       30981413                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3886                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2481955                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           5179305                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  58                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            15108604                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.050581                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.611197                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   2782746     18.42%     18.42% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4111478     27.21%     45.63% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   2583611     17.10%     62.73% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   2549681     16.88%     79.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1587191     10.51%     90.11% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1270931      8.41%     98.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    211047      1.40%     99.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     11383      0.08%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       536      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              15108604                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    2156      0.24%      0.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.24% # attempts to use FU when none available (Count)
